,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming
4782,Elburg,Buurt,53,BU02300300,1554.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9203,Lelystad,Buurt,78,BU09957999,2.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8875,Leeuwarden,Buurt,7,BU00807201,-5466.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8968,Leiderdorp,Buurt,48,BU05470005,1577.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14796,Venray,Gemeente,94,GM0984,-43565.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3005,Bronckhorst,Buurt,8,BU18760400,979.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9732,DeMarne,Wijk,56,WK166303,1414.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2154,Bergen(L),Buurt,70,BU08930770,-652.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11224,Oosterhout,Wijk,78,WK082606,-13663.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,151.0
5474,Goeree-Overflakkee,Buurt,47,BU19240202,1882.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2723,Borger-Odoorn,Buurt,90,BU16810909,40.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14560,Veere,Buurt,86,BU07171109,252.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10654,Nissewaard,Buurt,6,BU19303501,-773.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16386,Zundert,Wijk,97,WK087904,6815.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14862,Vianen,Wijk,56,WK062001,1458.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
277,Alkmaar,Buurt,13,BU03610403,1442.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9125,Lelystad,Buurt,6,BU09954221,791.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7009,Heiloo,Buurt,13,BU03990401,1846.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13007,Stadskanaal,Buurt,33,BU00370500,-884.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10009,Meppel,Buurt,62,BU01191100,71.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
346,Almelo,Buurt,27,BU01411303,1344.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9811,Meerssen,Buurt,47,BU09380109,208.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14612,Velsen,Buurt,18,BU04530301,1096.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11603,Papendrecht,Gemeente,90,GM0590,32292.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,78.0
1531,Apeldoorn,Buurt,98,BU02001403,499.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12924,Soest,Buurt,49,BU03420403,-2227.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14680,Venlo,Buurt,90,BU09831303,616.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9154,Lelystad,Buurt,34,BU09955661,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14401,ValkenburgaandeGeul,Buurt,44,BU09940103,-10.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14383,Vaals,Buurt,78,BU09810009,71.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6785,Heerde,Buurt,42,BU02460002,57.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9184,Lelystad,Buurt,77,BU09957229,20.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11652,Pekela,Gemeente,96,GM0765,12517.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8414,Korendijk,Buurt,21,BU05880103,34.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4735,Eindhoven,Buurt,33,BU07721623,3188.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9848,Meierijstad,Buurt,28,BU19480213,257.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15613,Westvoorne,Buurt,57,BU06140101,246.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3352,Coevorden,Buurt,37,BU01094042,53.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10147,MillenSintHubert,Buurt,86,BU08150005,-43.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2902,Breda,Buurt,84,BU07580300,-3938.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9711,DeMarne,Buurt,55,BU16630004,42.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2743,Borger-Odoorn,Buurt,11,BU16811509,45.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9568,Losser,Buurt,18,BU01680401,322.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1421,Amsterdam,Wijk,79,WK036396,18300.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16488,Zwijndrecht,Buurt,99,BU06420202,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12084,Rijssen-Holten,Wijk,7,WK174208,144.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12305,Roosendaal,Wijk,45,WK167413,-598.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16411,Zutphen,Buurt,27,BU03010300,1193.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14053,Tynaarlo,Buurt,22,BU17300401,389.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5316,Geldermalsen,Buurt,75,BU02360102,563.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
229,Albrandswaard,Buurt,92,BU06130416,85.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12218,DeRondeVenen,Buurt,47,BU07360201,344.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16094,Zandvoort,Buurt,55,BU04730201,611.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
593,Alphen-Chaam,Gemeente,38,GM1723,10058.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8847,Leeuwarden,Buurt,77,BU00806101,-3730.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6619,Harderwijk,Wijk,80,WK024310,6598.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5352,Geldrop-Mierlo,Buurt,41,BU17710100,9443.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1551,Appingedam,Buurt,52,BU00030000,2338.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10270,Montferland,Buurt,29,BU19550106,-346.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14105,Tytsjerksteradiel,Buurt,17,BU07370102,228.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4324,Duiven,Buurt,74,BU02260402,4567.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,963.0
2179,Bergen(NH),Wijk,64,WK037304,4659.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1906,Barendrecht,Buurt,75,BU04893160,40.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11963,Rhenen,Buurt,22,BU03400203,597.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8668,Lansingerland,Buurt,8,BU16213121,-1147.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6139,Gulpen-Wittem,Buurt,8,BU17290400,1383.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12096,Rijswijk,Wijk,30,WK060303,248.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9479,LoonopZand,Buurt,47,BU08091021,526.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7453,'s-Hertogenbosch,Buurt,4,BU07961204,2410.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14974,Vlissingen,Buurt,88,BU07180101,2814.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6199,Haaren,Buurt,76,BU07880201,341.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6973,Heerlen,Wijk,48,WK091741,5616.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,121.0
13707,Tilburg,Wijk,91,WK085520,4815.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,360.0
5126,Franekeradeel,Buurt,83,BU00700008,1139.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5699,Gorinchem,Wijk,85,WK051208,66.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12631,Schouwen-Duiveland,Buurt,68,BU16761209,64.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9355,Lisse,Buurt,97,BU05530900,2650.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3510,Dantumadiel,Buurt,76,BU18910201,3426.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3848,Doesburg,Buurt,41,BU02210100,2494.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,174.0
1051,Amsterdam,Buurt,63,BU03633301,-2502.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,561.0
9966,Meppel,Gemeente,16,GM0119,-33025.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14899,Vlaardingen,Buurt,96,BU06220501,2239.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3858,Doesburg,Buurt,12,BU02210110,23.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15074,Voorst,Buurt,44,BU02850104,147.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11783,Raalte,Buurt,61,BU01770600,760.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9940,Menameradiel,Buurt,79,BU19080301,832.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15674,Wijchen,Buurt,35,BU02960112,1005.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8273,Kampen,Buurt,66,BU01660500,818.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4499,Ede,Buurt,38,BU02284031,-1657.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11397,Oss,Buurt,97,BU08280608,1382.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3828,Dinkelland,Buurt,35,BU17741612,386.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6996,Heeze-Leende,Buurt,72,BU16580309,503.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8193,IJsselstein,Buurt,46,BU03530018,1397.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2506,DeBilt,Buurt,52,BU03100600,-1254.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14975,Vlissingen,Buurt,58,BU07180102,832.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4645,Eindhoven,Buurt,91,BU07721113,1699.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,453.0
11954,Rhenen,Wijk,30,WK034001,3353.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7448,'s-Hertogenbosch,Buurt,35,BU07961111,288.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
818,Amstelveen,Wijk,8,WK036207,813.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13169,Steenwijkerland,Buurt,33,BU17081608,112.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9862,Meierijstad,Buurt,5,BU19480227,661.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12460,Schagen,Buurt,46,BU04410101,3501.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11883,Renkum,Buurt,77,BU02740901,-2.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14756,Venlo,Buurt,26,BU09833103,53.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7591,Hilversum,Buurt,75,BU04020506,115.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9963,Menterwolde,Buurt,43,BU19870303,112.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5559,Goes,Buurt,38,BU06640660,-216.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11704,Purmerend,Wijk,42,WK043903,7220.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,485.0
7749,Hoogeveen,Buurt,32,BU01185107,1121.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12446,Rucphen,Buurt,43,BU08400409,399.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14595,Velsen,Buurt,59,BU04530100,494.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12367,Rotterdam,Buurt,17,BU05991087,7505.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9473,LoonopZand,Buurt,32,BU08091005,-606.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8788,Leeuwarden,Buurt,74,BU00803602,-3792.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1690,Assen,Buurt,33,BU01060202,1936.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6323,Haarlem,Buurt,81,BU03921903,2429.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12023,Rijnwaarden,Buurt,65,BU01960000,3074.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10985,Oldambt,Buurt,99,BU18950905,137.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11871,Renkum,Buurt,31,BU02740602,-5.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8202,IJsselstein,Buurt,97,BU03530027,821.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10840,Nuth,Buurt,98,BU09510001,820.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3955,Dongen,Gemeente,38,GM0766,-25509.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15810,Woensdrecht,Gemeente,25,GM0873,21837.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15174,Waddinxveen,Buurt,11,BU06270406,26.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3130,Bunschoten,Buurt,17,BU03130004,2510.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11315,Opsterland,Gemeente,88,GM0086,29718.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10054,Middelburg,Buurt,12,BU06870501,60.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6730,Heemskerk,Buurt,52,BU03960403,337.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3243,CapelleaandenIJssel,Buurt,35,BU05020770,1027.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
4287,Druten,Buurt,64,BU02250001,-6433.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11571,Overbetuwe,Buurt,35,BU17340007,28.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13837,Tilburg,Buurt,84,BU08554307,1698.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,288.0
10513,Nijmegen,Buurt,36,BU02680511,-4784.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6529,Hardenberg,Buurt,59,BU01601301,430.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5254,DeFryskeMarren,Wijk,64,WK194036,-184.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15607,Westvoorne,Buurt,74,BU06140003,565.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4132,Dordrecht,Wijk,28,WK050510,12501.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1704,Assen,Buurt,74,BU01060309,348.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11529,OudeIJsselstreek,Buurt,70,BU15090306,-462.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10207,Moerdijk,Buurt,18,BU17090909,358.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14198,Uithoorn,Buurt,46,BU04519000,315.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1533,Apeldoorn,Wijk,58,WK020015,1213.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4894,Emmen,Wijk,2,WK011453,50.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14791,Venlo,Buurt,7,BU09835104,123.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1653,Arnhem,Wijk,24,WK020222,12392.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4589,Eersel,Buurt,98,BU07700209,86.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8515,Krimpenerwaard,Buurt,55,BU19311202,-4049.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10323,Neder-Betuwe,Buurt,97,BU17400108,216.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10160,Moerdijk,Gemeente,46,GM1709,36944.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11313,Opmeer,Wijk,97,WK043202,-858.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6025,Groningen,Buurt,17,BU00140605,4744.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
800,Amstelveen,Wijk,13,WK036202,3108.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
648,Amersfoort,Buurt,10,BU03070403,69.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15669,Wijchen,Buurt,27,BU02960107,1736.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8520,Laarbeek,Wijk,49,WK165900,-10173.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12974,SonenBreugel,Buurt,93,BU08480101,3540.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4823,Emmen,Buurt,70,BU01140609,134.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15059,Voorst,Gemeente,71,GM0285,24199.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4981,Enschede,Buurt,91,BU01530901,2525.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
855,Amstelveen,Wijk,43,WK036214,122.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8887,Leeuwarderadeel,Buurt,59,BU00810008,29.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4048,Dordrecht,Buurt,92,BU05050103,-450.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3954,Doetinchem,Buurt,59,BU02223111,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1706,Assen,Wijk,66,WK010604,-3714.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8656,Lansingerland,Buurt,16,BU16212721,1600.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7892,Hoorn,Buurt,52,BU04052105,-674.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9550,Loppersum,Buurt,29,BU00240309,-347.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12018,Ridderkerk,Buurt,36,BU05971100,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6058,Groningen,Buurt,39,BU00141000,6454.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11433,Oss,Buurt,35,BU08281208,13.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4339,Echt-Susteren,Buurt,45,BU17110153,-48.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1666,Assen,Wijk,56,WK010600,5936.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10521,Nijmegen,Buurt,6,BU02680618,-3790.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16636,Zwolle,Buurt,24,BU01934010,7.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10781,Noordoostpolder,Buurt,92,BU01711150,16.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9874,Meierijstad,Buurt,52,BU19480309,764.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16066,Zaltbommel,Buurt,15,BU02970105,593.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6274,Haarlem,Buurt,51,BU03921102,1680.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3386,Cranendonck,Wijk,89,WK170601,2076.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14548,Veere,Buurt,37,BU07170900,2849.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15359,Werkendam,Wijk,70,WK087005,2438.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9165,Lelystad,Buurt,27,BU09956224,865.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5491,Goeree-Overflakkee,Buurt,36,BU19240501,1263.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16050,Zaanstad,Buurt,18,BU04798140,-2409.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4460,Ede,Buurt,52,BU02280403,1313.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,452.0
4358,Echt-Susteren,Buurt,24,BU17110522,-40.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1599,Arnhem,Buurt,33,BU02020845,2214.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10003,Meppel,Buurt,31,BU01191000,-1.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12422,Rotterdam,Buurt,22,BU05992650,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4706,Eindhoven,Buurt,52,BU07721513,3562.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4126,Dordrecht,Buurt,61,BU05050905,1164.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14551,Veere,Buurt,66,BU07170909,354.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2378,Beuningen,Buurt,78,BU02090124,616.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15763,WijkbijDuurstede,Buurt,38,BU03520302,141.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14558,Veere,Buurt,68,BU07171100,1309.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5485,Goeree-Overflakkee,Buurt,25,BU19240307,-426.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13228,StichtseVecht,Buurt,7,BU19040302,49.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2034,Bellingwedde,Buurt,50,BU00070004,-410.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9647,Maassluis,Buurt,58,BU05560602,2796.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3270,CapelleaandenIJssel,Buurt,5,BU05020996,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6488,Hardenberg,Buurt,40,BU01600301,42.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1730,Assen,Buurt,18,BU01060701,869.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
109,Aalsmeer,Buurt,85,BU03580201,770.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15879,DeWolden,Buurt,82,BU16900200,-517.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10027,Middelburg,Gemeente,79,GM0687,48019.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4561,Eemsmond,Buurt,43,BU16510206,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7567,Hilversum,Wijk,82,WK040202,7353.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3551,Delft,Buurt,89,BU05031401,1742.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6012,Groningen,Buurt,81,BU00140505,27.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1729,Assen,Buurt,44,BU01060700,151.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9597,Maasdriel,Buurt,23,BU02630401,-677.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
756,Amersfoort,Buurt,73,BU03072500,41.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9983,Meppel,Wijk,66,WK011904,3355.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
