,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming
10284,Montfoort,Gemeente,93,GM0335,13866.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5939,'s-Gravenhage,Buurt,28,BU05183824,7989.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
578,AlphenaandenRijn,Buurt,51,BU04849101,1789.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14140,Uden,Gemeente,72,GM0856,41384.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
44,AaenHunze,Wijk,91,WK168015,1866.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13923,Tilburg,Buurt,14,BU08556201,53.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4041,Dongeradeel,Buurt,56,BU00580708,89.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15910,DeWolden,Buurt,65,BU16901100,2475.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9556,Losser,Buurt,37,BU01680009,907.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10731,Noordoostpolder,Buurt,14,BU01710107,-1110.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1707,Assen,Buurt,44,BU01060400,345.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15841,Woerden,Buurt,46,BU06320202,5413.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6183,Haaksbergen,Buurt,2,BU01580490,224.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7159,Hellevoetsluis,Buurt,83,BU05300102,1161.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8917,Leiden,Buurt,76,BU05460301,5762.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,84.0
2105,BergenDal,Buurt,18,BU19451002,278.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14693,Venlo,Buurt,87,BU09831501,723.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14500,Veenendaal,Buurt,66,BU03450402,2090.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5804,Grave,Buurt,14,BU07860201,527.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10989,Oldambt,Buurt,33,BU18951000,-1114.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12159,Roerdalen,Buurt,62,BU16690605,-78.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14805,Venray,Wijk,35,WK098405,-217.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7680,HollandsKroon,Wijk,35,WK191101,3712.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11379,Oss,Buurt,5,BU08280401,2944.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10913,Oisterwijk,Buurt,43,BU08240903,1212.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12604,Schouwen-Duiveland,Buurt,32,BU16760600,-2270.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4610,Eijsden-Margraten,Buurt,18,BU19030100,2359.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12321,Rotterdam,Buurt,94,BU05990321,-7027.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
561,AlphenaandenRijn,Buurt,36,BU04847004,597.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7175,Hellevoetsluis,Buurt,77,BU05300401,2646.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
952,Amsterdam,Buurt,81,BU03631104,27.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5816,'s-Gravenhage,Wijk,25,WK051803,1899.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13653,Tiel,Buurt,13,BU02810303,-2243.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15823,Woensdrecht,Wijk,78,WK087302,5196.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7826,Hoogezand-Sappemeer,Buurt,97,BU00180604,112.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5362,Gemert-Bakel,Buurt,11,BU16520008,344.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16058,Zaltbommel,Buurt,36,BU02970008,170.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15608,Westvoorne,Buurt,32,BU06140004,2048.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6335,Haarlem,Wijk,64,WK039221,-8202.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10778,Noordoostpolder,Buurt,18,BU01711047,632.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1290,Amsterdam,Wijk,23,WK036375,6207.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15974,Woudrichem,Buurt,52,BU08740309,177.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7607,Hilversum,Buurt,11,BU04020901,30.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16504,Zwijndrecht,Buurt,57,BU06420308,194.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1204,Amsterdam,Buurt,21,BU03635808,31.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11405,Oss,Buurt,61,BU08280705,1735.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6953,Heerlen,Wijk,66,WK091735,-158.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7198,Helmond,Buurt,62,BU07941000,2329.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15513,Westland,Buurt,91,BU17830602,2404.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11008,Oldebroek,Buurt,79,BU02690104,-2498.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2805,Borsele,Wijk,34,WK065413,4673.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
519,AlphenaandenRijn,Buurt,53,BU04840504,-1311.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10577,Nissewaard,Buurt,32,BU19300804,505.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5849,'s-Gravenhage,Buurt,79,BU05181252,5845.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
763,Amersfoort,Buurt,14,BU03072507,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6586,Harderwijk,Buurt,99,BU02430201,200.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12136,Roerdalen,Buurt,92,BU16690202,83.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3038,Brummen,Buurt,59,BU02130314,278.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5750,Gouda,Buurt,59,BU05130303,1779.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3538,Delft,Buurt,35,BU05031207,2016.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1017,Amsterdam,Buurt,55,BU03632501,3816.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13192,StichtseVecht,Buurt,10,BU19040103,166.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4012,Dongeradeel,Buurt,10,BU00580309,70.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9004,Leidschendam-Voorburg,Buurt,1,BU19160601,505.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13283,StichtseVecht,Buurt,38,BU19041201,42.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11542,Oudewater,Gemeente,31,GM0589,10187.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3314,Coevorden,Buurt,40,BU01091012,63.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8425,Korendijk,Buurt,68,BU05880302,42.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7343,Hengelo,Buurt,6,BU01640909,-455.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11942,Rheden,Buurt,1,BU02750106,5.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1817,Baarn,Buurt,4,BU03080002,788.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6894,Heerhugowaard,Buurt,88,BU03983000,1198.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9652,Maassluis,Buurt,7,BU05560801,104.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1495,Apeldoorn,Buurt,29,BU02000706,188.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,457.0
13888,Tilburg,Buurt,90,BU08555502,2192.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
14047,Tynaarlo,Buurt,43,BU17300209,65.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7229,Helmond,Buurt,99,BU07941600,-1216.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
489,AlphenaandenRijn,Wijk,18,WK048402,13612.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15391,Westerveld,Buurt,36,BU17010003,125.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1145,Amsterdam,Buurt,27,BU03634902,82.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6461,Halderberge,Buurt,8,BU16550201,-1156.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6221,Haarlem,Buurt,27,BU03920203,1947.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,378.0
14388,ValkenburgaandeGeul,Buurt,7,BU09940000,3420.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9701,Maastricht,Buurt,97,BU09350601,4621.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2976,Bronckhorst,Wijk,10,WK187601,11008.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12642,Schouwen-Duiveland,Buurt,38,BU16761500,208.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10874,Oirschot,Buurt,49,BU08230003,-268.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1921,Barendrecht,Buurt,79,BU04895080,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7901,Hoorn,Buurt,2,BU04053005,42.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16638,Zwolle,Buurt,29,BU01934030,20.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3569,Delft,Buurt,78,BU05032204,2573.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11685,Pijnacker-Nootdorp,Wijk,70,WK192603,9240.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3017,Brummen,Wijk,26,WK021301,636.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8691,Laren,Buurt,73,BU04170324,387.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12834,Sluis,Buurt,3,BU17140209,480.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11721,Purmerend,Buurt,2,BU04390603,83.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,94.0
5862,'s-Gravenhage,Buurt,19,BU05181786,12597.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,59.0
1069,Amsterdam,Buurt,35,BU03633500,-1480.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,862.0
2942,Breda,Buurt,87,BU07581000,-7378.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5566,Goes,Buurt,14,BU06640889,420.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11787,Raalte,Buurt,85,BU01770801,849.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
654,Amersfoort,Wijk,99,WK030706,2896.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4388,Echt-Susteren,Buurt,23,BU17110940,1508.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6920,Heerlen,Wijk,42,WK091721,5433.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13322,Súdwest-Fryslân,Buurt,86,BU19000101,1084.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7735,Hoogeveen,Buurt,5,BU01185003,5165.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11695,Purmerend,Buurt,10,BU04390101,1592.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12746,Sittard-Geleen,Buurt,19,BU18830607,-84.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11841,Renkum,Buurt,50,BU02740103,2015.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7049,DenHelder,Buurt,46,BU04000300,530.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12635,Schouwen-Duiveland,Buurt,25,BU16761302,-62.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16479,Zwijndrecht,Buurt,99,BU06420109,1100.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9909,Meierijstad,Buurt,9,BU19480425,820.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9432,Lochem,Buurt,72,BU02620003,2613.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10371,Neerijnen,Buurt,97,BU03040201,911.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3473,Dalfsen,Buurt,42,BU01480116,713.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12338,Rotterdam,Buurt,15,BU05990516,4651.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,50.0
12478,Schagen,Buurt,56,BU04410305,-146.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5344,Geldrop-Mierlo,Buurt,59,BU17710002,-1984.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3480,Dalfsen,Buurt,18,BU01480203,2014.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9721,DeMarne,Buurt,52,BU16630104,-98.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10403,Nieuwegein,Wijk,69,WK035615,28.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5476,Goeree-Overflakkee,Buurt,16,BU19240204,4.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1984,Bedum,Gemeente,27,GM0005,10479.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9890,Meierijstad,Buurt,49,BU19480406,302.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16464,Zwartewaterland,Buurt,40,BU18960408,164.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9376,Lisse,Wijk,53,WK055320,509.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12145,Roerdalen,Buurt,94,BU16690402,50.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
380,Almelo,Buurt,50,BU01411804,1378.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3545,Delft,Buurt,69,BU05031304,-466.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6023,Groningen,Buurt,91,BU00140603,937.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14842,Venray,Wijk,51,WK098419,1746.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8722,Leek,Buurt,40,BU00220500,91.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10866,Oegstgeest,Buurt,19,BU05790022,2951.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6208,Haaren,Buurt,29,BU07880401,233.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3093,Brunssum,Buurt,16,BU08990345,-230.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8985,Leidschendam-Voorburg,Buurt,44,BU19160102,1346.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
641,Amersfoort,Buurt,20,BU03070304,1634.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5879,'s-Gravenhage,Wijk,1,WK051822,11657.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16293,Zuidhorn,Buurt,17,BU00560001,-1382.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14043,Tynaarlo,Buurt,29,BU17300100,359.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8140,Hulst,Wijk,45,WK067704,968.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10059,Midden-Delfland,Wijk,1,WK184200,12558.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10963,Oldambt,Buurt,21,BU18950600,2411.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12658,SintAnthonis,Buurt,26,BU17020000,3345.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1013,Amsterdam,Buurt,76,BU03632403,2579.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11358,Oss,Buurt,49,BU08280101,-1759.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9130,Lelystad,Buurt,44,BU09954228,2.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
4030,Dongeradeel,Buurt,72,BU00580602,-209.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9375,Lisse,Buurt,81,BU05531900,661.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7084,DenHelder,Buurt,35,BU04000607,1.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1587,Arnhem,Buurt,38,BU02020631,3112.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2084,BergenDal,Buurt,90,BU19450510,-904.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4965,Enschede,Buurt,8,BU01530700,192.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3759,Diemen,Gemeente,82,GM0384,27272.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,140.0
9204,Lelystad,Wijk,32,WK099590,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
449,Almere,Buurt,69,BU00340308,5333.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7324,Hengelo,Buurt,50,BU01640704,-2.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2468,hetBildt,Buurt,47,BU00630003,-299.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12984,Stadskanaal,Buurt,18,BU00370106,343.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4771,Elburg,Buurt,98,BU02300104,3006.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6455,Halderberge,Gemeente,60,GM1655,29579.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12996,Stadskanaal,Wijk,61,WK003703,2874.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2865,Boxtel,Buurt,74,BU07570007,-55.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12389,Rotterdam,Buurt,65,BU05991573,-12635.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1392,Amsterdam,Buurt,54,BU03639301,3436.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3402,Cranendonck,Buurt,34,BU17060409,94.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12617,Schouwen-Duiveland,Wijk,1,WK167610,984.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2359,Best,Buurt,40,BU07530011,29.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4255,Dronten,Buurt,16,BU03030431,2011.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10252,Molenwaard,Buurt,70,BU19271109,743.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9199,Lelystad,Wijk,50,WK099578,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12982,Stadskanaal,Buurt,26,BU00370104,1259.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12733,Sittard-Geleen,Buurt,84,BU18830501,4363.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6942,Heerlen,Buurt,20,BU09173200,-679.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14983,Vlissingen,Buurt,28,BU07180205,-653.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6917,Heerlen,Buurt,33,BU09172002,1378.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9632,Maassluis,Wijk,42,WK055603,6249.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10668,Noord-Beveland,Buurt,5,BU16950109,114.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13337,Súdwest-Fryslân,Buurt,42,BU19000116,-2213.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10612,Nissewaard,Buurt,65,BU19301410,1000.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6249,Haarlem,Wijk,38,WK039207,7877.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14611,Velsen,Buurt,34,BU04530300,220.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15528,Westland,Buurt,43,BU17830713,845.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13756,Tilburg,Wijk,96,WK085531,574.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2749,Borne,Gemeente,72,GM0147,22795.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13019,Staphorst,Wijk,24,WK018001,3358.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8445,Krimpenerwaard,Buurt,20,BU19310005,501.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14424,ValkenburgaandeGeul,Buurt,16,BU09940500,158.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1569,Arnhem,Wijk,96,WK020203,6008.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
575,AlphenaandenRijn,Buurt,82,BU04847102,-494.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12298,Roosendaal,Wijk,48,WK167411,4774.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8785,Leeuwarden,Buurt,51,BU00803502,-8.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6883,Heerhugowaard,Buurt,46,BU03981701,4396.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2060,BergenDal,Buurt,21,BU19450003,5.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2759,Borne,Buurt,44,BU01470008,3743.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3132,Bunschoten,Buurt,23,BU03130006,3900.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14327,Utrecht,Buurt,24,BU03441014,873.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6978,Heerlen,Wijk,2,WK091742,74.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3267,CapelleaandenIJssel,Buurt,98,BU05020993,291.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
9003,Leidschendam-Voorburg,Buurt,17,BU19160600,2627.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2817,Boxmeer,Buurt,75,BU07560001,2512.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13517,Terneuzen,Buurt,5,BU07155200,-209.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9750,Marum,Wijk,70,WK002501,-2333.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9892,Meierijstad,Buurt,4,BU19480408,-164.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10399,Nieuwegein,Wijk,64,WK035613,3472.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
841,Amstelveen,Buurt,37,BU03621101,3053.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13647,Tiel,Buurt,83,BU02810208,-365.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8344,Kerkrade,Buurt,49,BU09280102,2609.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14208,Urk,Buurt,62,BU01840007,4660.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11140,Ommen,Buurt,66,BU01751002,135.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11851,Renkum,Buurt,79,BU02740206,13.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
