,id_old,gemeentenaam,codering,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
8797,1003,Leeuwarden,WK008041,1.0,17.0,8.0,32.0,0.0,55.0,745.0,345.0,950.0,3230.0,2470.0,770.0
8366,1000,Koggenland,BU15980301,1.0,11.0,,,0.0,85.0,0.0,140.0,920.0,680.0,520.0,160.0
7676,1004,HollandsKroon,BU19110001,1.0,20.0,14.0,68.0,1.0,75.0,55.0,165.0,980.0,1680.0,1270.0,420.0
13490,1008,Terneuzen,WK071513,1.0,244.0,16.0,823.0,6.0,80.0,0.0,140.0,460.0,10990.0,9700.0,1280.0
10461,1005,Nijkerk,BU02670109,3.0,105.0,,,2.0,90.0,90.0,270.0,1135.0,5620.0,4020.0,1600.0
2463,1009,hetBildt,GM0063,,394.0,,,9.0,105.0,140.0,165.0,940.0,35100.0,26760.0,8370.0
8292,1000,Kapelle,BU06780209,1.0,,,,,0.0,0.0,0.0,0.0,140.0,80.0,40.0
15606,1003,Westvoorne,BU06140002,1.0,6.0,12.0,18.0,0.0,50.0,0.0,110.0,945.0,690.0,520.0,160.0
9435,1004,Lochem,BU02620006,1.0,80.0,13.0,225.0,4.0,75.0,20.0,135.0,680.0,4730.0,3930.0,800.0
8933,1003,Leiden,BU05460502,1.0,10.0,9.0,21.0,0.0,65.0,160.0,170.0,815.0,8830.0,7040.0,1800.0
8526,1003,Laarbeek,WK165901,1.0,191.0,19.0,800.0,,80.0,40.0,160.0,1020.0,19180.0,14270.0,4920.0
11100,1000,Ommen,BU01750112,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
7282,1008,Hengelo,BU01640200,1.0,55.0,14.0,181.0,1.0,110.0,300.0,275.0,890.0,13580.0,10520.0,3050.0
15170,1003,Waddinxveen,BU06270402,1.0,51.0,12.0,130.0,0.0,80.0,25.0,120.0,925.0,6840.0,5270.0,1590.0
5801,1002,Grave,BU07860102,1.0,13.0,23.0,70.0,1.0,45.0,0.0,95.0,685.0,660.0,540.0,120.0
2881,1008,Breda,BU07580003,1.0,,,,0.0,95.0,355.0,280.0,405.0,5820.0,5220.0,590.0
3292,1009,Castricum,WK038305,1.0,205.0,15.0,652.0,3.0,45.0,40.0,140.0,995.0,16820.0,12630.0,4190.0
11655,1002,Pekela,BU07650009,1.0,6.0,27.0,37.0,0.0,95.0,65.0,240.0,360.0,780.0,720.0,80.0
4690,1000,Eindhoven,BU07721414,1.0,,,,1.0,55.0,20.0,60.0,735.0,4330.0,3530.0,790.0
2987,1003,Bronckhorst,BU18760203,1.0,5.0,21.0,24.0,0.0,60.0,20.0,85.0,795.0,760.0,620.0,160.0
13621,1006,Tholen,BU07160710,1.0,24.0,15.0,82.0,,110.0,20.0,120.0,965.0,860.0,650.0,210.0
6310,1009,Haarlem,BU03921701,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14373,1006,UtrechtseHeuvelrug,BU15810409,1.0,4.0,25.0,22.0,0.0,15.0,50.0,120.0,605.0,630.0,550.0,100.0
13839,1002,Tilburg,WK085544,3.0,163.0,13.0,470.0,3.0,110.0,135.0,210.0,1000.0,14200.0,10640.0,3560.0
5534,1001,Goes,BU06640103,1.0,233.0,,,1.0,70.0,140.0,320.0,1475.0,15220.0,9600.0,5620.0
15605,1008,Westvoorne,BU06140001,1.0,,,,,40.0,0.0,0.0,530.0,200.0,140.0,40.0
7853,1009,Hoorn,BU04051002,1.0,12.0,9.0,27.0,0.0,95.0,80.0,240.0,1170.0,5070.0,3600.0,1480.0
5638,1003,GooiseMeren,BU19420201,1.0,19.0,12.0,56.0,0.0,115.0,40.0,65.0,620.0,3660.0,3100.0,560.0
4702,1009,Eindhoven,BU07721436,1.0,,,,0.0,0.0,5.0,2625.0,1260.0,1160.0,790.0,360.0
12615,1005,Schouwen-Duiveland,BU16760900,1.0,61.0,17.0,241.0,1.0,60.0,100.0,180.0,1325.0,3910.0,2610.0,1300.0
6029,1000,Groningen,BU00140701,1.0,,,,2.0,80.0,140.0,240.0,1170.0,15630.0,11050.0,4570.0
4043,1004,Dordrecht,GM0505,,1736.0,14.0,5052.0,,90.0,175.0,240.0,840.0,397590.0,314060.0,83520.0
3466,1001,Dalfsen,BU01480109,3.0,24.0,23.0,122.0,1.0,75.0,0.0,120.0,925.0,2180.0,1690.0,510.0
4736,1001,Eindhoven,BU07721624,1.0,17.0,15.0,54.0,0.0,130.0,345.0,390.0,510.0,7990.0,6960.0,1020.0
14440,1000,Valkenswaard,BU08580103,1.0,74.0,11.0,194.0,1.0,110.0,100.0,200.0,685.0,5740.0,4770.0,990.0
14330,1000,Utrecht,BU03441023,1.0,195.0,14.0,587.0,,85.0,80.0,180.0,205.0,12800.0,12140.0,650.0
6959,1002,Heerlen,BU09173603,1.0,15.0,18.0,59.0,1.0,55.0,5.0,150.0,980.0,720.0,530.0,160.0
9660,1007,Maastricht,BU09350005,1.0,11.0,8.0,23.0,0.0,65.0,245.0,255.0,475.0,6220.0,5480.0,750.0
15933,1002,Wormerland,BU08800005,1.0,29.0,13.0,91.0,0.0,75.0,65.0,270.0,825.0,2640.0,2100.0,550.0
16080,1006,Zaltbommel,WK029703,1.0,95.0,,,3.0,20.0,20.0,105.0,680.0,4930.0,4090.0,850.0
1838,1008,Baarn,BU03080500,1.0,,,,,130.0,20.0,110.0,890.0,760.0,590.0,160.0
15334,1003,Werkendam,BU08700106,1.0,,,,3.0,25.0,20.0,60.0,605.0,1160.0,970.0,200.0
3123,1008,Bunnik,BU03120200,1.0,100.0,,,4.0,90.0,20.0,165.0,830.0,6450.0,5130.0,1340.0
11866,1003,Renkum,BU02740502,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15714,1000,Wijchen,WK029606,1.0,4.0,23.0,20.0,0.0,60.0,0.0,0.0,915.0,420.0,320.0,90.0
15055,1003,Voorschoten,BU06260011,1.0,5.0,7.0,8.0,0.0,50.0,105.0,105.0,1100.0,2420.0,1750.0,670.0
8652,1006,Lansingerland,BU16212633,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13334,1002,Súdwest-Fryslân,BU19000113,1.0,38.0,12.0,104.0,1.0,110.0,255.0,275.0,1125.0,9690.0,6960.0,2750.0
13686,1001,Tilburg,BU08551504,3.0,4.0,12.0,11.0,0.0,105.0,470.0,345.0,925.0,5060.0,3870.0,1170.0
1562,1004,Arnhem,BU02020103,1.0,,,,0.0,110.0,25.0,100.0,395.0,670.0,600.0,80.0
10167,1009,Moerdijk,BU17090005,1.0,,,,0.0,80.0,0.0,0.0,340.0,190.0,160.0,20.0
3290,1007,Castricum,BU03830421,1.0,54.0,8.0,94.0,1.0,80.0,0.0,845.0,550.0,2240.0,1930.0,320.0
6729,1009,Heemskerk,BU03960402,1.0,31.0,25.0,170.0,,40.0,0.0,90.0,970.0,2780.0,2110.0,680.0
4515,1004,Ede,WK022880,1.0,82.0,19.0,335.0,,45.0,25.0,490.0,810.0,8470.0,6740.0,1730.0
8930,1001,Leiden,WK054605,1.0,279.0,,,4.0,75.0,180.0,185.0,785.0,70140.0,56270.0,13850.0
9630,1005,Maassluis,BU05560202,1.0,,,,0.0,80.0,405.0,305.0,1600.0,3140.0,1890.0,1250.0
10942,1008,Oldambt,WK189501,1.0,80.0,18.0,332.0,1.0,100.0,140.0,345.0,1035.0,7860.0,5820.0,2030.0
16036,1003,Zaanstad,BU04796230,1.0,22.0,14.0,69.0,0.0,55.0,20.0,100.0,1175.0,1730.0,1230.0,510.0
375,1000,Almelo,WK014118,1.0,274.0,16.0,952.0,4.0,95.0,155.0,280.0,1075.0,37060.0,27030.0,10050.0
13263,1002,StichtseVecht,BU19040802,1.0,,,,0.0,0.0,0.0,0.0,1020.0,180.0,140.0,40.0
5037,1009,Etten-Leur,GM0777,,1094.0,16.0,4064.0,14.0,105.0,80.0,185.0,895.0,143840.0,111620.0,32230.0
404,1007,Almere,WK003401,1.0,1012.0,13.0,2801.0,22.0,110.0,220.0,285.0,850.0,75040.0,59020.0,16030.0
3778,1004,Diemen,BU03840117,1.0,18.0,10.0,37.0,0.0,80.0,195.0,205.0,755.0,9070.0,7330.0,1730.0
2467,1009,hetBildt,BU00630002,1.0,6.0,11.0,15.0,,120.0,0.0,420.0,995.0,400.0,310.0,110.0
13713,1000,Tilburg,BU08552102,3.0,,,,0.0,20.0,40.0,20.0,0.0,3080.0,3080.0,0.0
15707,1007,Wijchen,WK029604,1.0,130.0,,,4.0,50.0,20.0,90.0,915.0,5900.0,4540.0,1360.0
93,1006,Aalburg,WK073805,1.0,7.0,19.0,28.0,0.0,100.0,25.0,105.0,860.0,1340.0,1070.0,290.0
3204,1003,CapelleaandenIJssel,WK050203,1.0,47.0,12.0,131.0,,100.0,255.0,190.0,1120.0,28750.0,20660.0,8090.0
10413,1000,Nieuwegein,WK035622,1.0,,,,2.0,0.0,485.0,90.0,460.0,180.0,160.0,40.0
10041,1009,Middelburg,WK068702,1.0,223.0,11.0,533.0,3.0,80.0,200.0,220.0,965.0,23230.0,17580.0,5660.0
827,1005,Amstelveen,BU03620806,3.0,51.0,17.0,202.0,1.0,35.0,0.0,40.0,2380.0,1800.0,730.0,1080.0
4524,1004,Ede,BU02289053,1.0,,,,0.0,40.0,0.0,30.0,80.0,390.0,380.0,0.0
5985,1004,Groningen,BU00140104,1.0,20.0,10.0,44.0,0.0,100.0,140.0,120.0,300.0,8170.0,7570.0,600.0
6598,1003,Harderwijk,BU02430502,1.0,27.0,17.0,98.0,0.0,85.0,130.0,255.0,1550.0,6760.0,4140.0,2620.0
6176,1006,Haaksbergen,WK015802,1.0,,,,,75.0,0.0,140.0,800.0,4040.0,3250.0,810.0
6995,1007,Heeze-Leende,BU16580308,1.0,,,,0.0,150.0,0.0,155.0,885.0,440.0,320.0,80.0
15456,1004,Westervoort,BU02930002,1.0,62.0,12.0,163.0,0.0,125.0,200.0,300.0,560.0,10480.0,9020.0,1460.0
2683,1002,TenBoer,BU00090101,1.0,11.0,,,0.0,105.0,0.0,405.0,645.0,320.0,250.0,40.0
13862,1000,Tilburg,BU08554901,3.0,,,,0.0,70.0,35.0,275.0,1195.0,1640.0,1150.0,490.0
691,1005,Amersfoort,BU03071403,1.0,45.0,14.0,151.0,1.0,85.0,245.0,240.0,430.0,7500.0,6710.0,810.0
7528,1008,Hillegom,BU05340202,1.0,12.0,6.0,14.0,,90.0,125.0,450.0,610.0,950.0,800.0,160.0
8192,1007,IJsselstein,BU03530017,1.0,62.0,15.0,207.0,1.0,105.0,30.0,155.0,275.0,7040.0,6560.0,480.0
9774,1004,Medemblik,WK042004,1.0,130.0,,,4.0,75.0,55.0,260.0,950.0,10570.0,8060.0,2510.0
13704,1002,Tilburg,WK085519,3.0,55.0,12.0,142.0,0.0,105.0,150.0,155.0,420.0,10930.0,9790.0,1150.0
10213,1008,Molenwaard,BU19270000,1.0,26.0,13.0,71.0,1.0,25.0,0.0,55.0,690.0,2920.0,2420.0,510.0
14281,1004,Utrecht,BU03440613,1.0,13.0,23.0,69.0,3.0,40.0,90.0,100.0,355.0,3740.0,3420.0,340.0
1131,1000,Amsterdam,BU03634706,1.0,159.0,10.0,309.0,2.0,60.0,45.0,120.0,1775.0,5060.0,2800.0,2260.0
16568,1009,Zwijndrecht,BU06420905,1.0,,,,0.0,115.0,0.0,60.0,885.0,280.0,210.0,80.0
11909,1006,Reusel-DeMierden,WK166700,1.0,267.0,22.0,1334.0,3.0,80.0,40.0,155.0,845.0,28620.0,22560.0,6070.0
2304,1005,Bernheze,BU17210116,3.0,16.0,17.0,62.0,0.0,60.0,80.0,230.0,535.0,1440.0,1250.0,200.0
5343,1009,Geldrop-Mierlo,BU17710001,1.0,74.0,13.0,226.0,2.0,100.0,20.0,110.0,625.0,10460.0,8820.0,1630.0
6246,1008,Haarlem,BU03920601,1.0,,,,,120.0,80.0,210.0,570.0,4530.0,3880.0,640.0
7788,1004,Hoogeveen,BU01186203,1.0,3.0,22.0,15.0,,40.0,70.0,130.0,510.0,440.0,400.0,50.0
15835,1007,Woerden,BU06320103,1.0,4.0,6.0,6.0,0.0,50.0,25.0,615.0,1200.0,960.0,680.0,280.0
12534,1000,Schiedam,BU06060607,1.0,5.0,,,1.0,100.0,465.0,270.0,845.0,14630.0,11510.0,3120.0
606,1001,Alphen-Chaam,WK172308,1.0,20.0,21.0,92.0,0.0,50.0,25.0,130.0,1020.0,1530.0,1140.0,400.0
1671,1007,Assen,BU01060004,1.0,,,,0.0,130.0,195.0,365.0,1100.0,2780.0,2000.0,770.0
13217,1003,StichtseVecht,BU19040208,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,140.0,0.0
16575,1007,Zwolle,BU01931020,1.0,,,,1.0,105.0,85.0,145.0,915.0,2240.0,1720.0,520.0
13749,1004,Tilburg,BU08552903,3.0,,,,0.0,70.0,270.0,70.0,130.0,170.0,170.0,0.0
11465,1006,Oss,BU08281908,1.0,,,,0.0,10.0,120.0,610.0,445.0,560.0,510.0,70.0
4461,1003,Ede,WK022805,1.0,88.0,14.0,282.0,1.0,45.0,100.0,205.0,840.0,2570.0,2050.0,520.0
736,1005,Amersfoort,BU03072102,1.0,66.0,14.0,205.0,2.0,115.0,20.0,150.0,605.0,4590.0,3890.0,700.0
4122,1006,Dordrecht,BU05050901,1.0,13.0,49.0,143.0,0.0,85.0,320.0,320.0,1280.0,14000.0,9530.0,4480.0
13729,1007,Tilburg,BU08552501,3.0,62.0,10.0,127.0,,110.0,130.0,220.0,400.0,7300.0,6570.0,730.0
4776,1002,Elburg,BU02300201,1.0,45.0,15.0,154.0,0.0,55.0,40.0,220.0,1175.0,8570.0,6040.0,2520.0
5346,1008,Geldrop-Mierlo,BU17710004,1.0,67.0,17.0,255.0,1.0,95.0,80.0,170.0,860.0,13940.0,10930.0,3010.0
14470,1003,Veenendaal,GM0345,,1880.0,15.0,5747.0,48.0,75.0,110.0,215.0,815.0,209850.0,167050.0,42800.0
14705,1000,Venlo,WK098316,1.0,161.0,18.0,646.0,5.0,110.0,20.0,130.0,905.0,8670.0,6680.0,1980.0
16503,1002,Zwijndrecht,BU06420307,1.0,20.0,12.0,58.0,1.0,95.0,20.0,80.0,920.0,1380.0,1060.0,320.0
7396,1007,'s-Hertogenbosch,BU07960702,1.0,,,,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0
5763,1007,Gouda,BU05130500,1.0,117.0,7.0,176.0,3.0,65.0,120.0,180.0,780.0,15030.0,12070.0,2950.0
13537,1006,Terneuzen,BU07158200,1.0,60.0,20.0,254.0,3.0,75.0,15.0,170.0,730.0,3020.0,2460.0,560.0
8010,1006,Houten,BU03211014,1.0,88.0,12.0,247.0,0.0,105.0,125.0,220.0,715.0,6040.0,4960.0,1090.0
3441,1008,Cuijk,BU16840500,1.0,74.0,19.0,323.0,3.0,80.0,40.0,125.0,950.0,4360.0,3320.0,1050.0
2387,1002,Beuningen,BU02090146,1.0,48.0,17.0,191.0,2.0,90.0,15.0,55.0,1445.0,2940.0,1880.0,1070.0
13731,1000,Tilburg,BU08552503,3.0,36.0,9.0,79.0,,90.0,100.0,135.0,1235.0,5430.0,3750.0,1680.0
12891,1008,Smallingerland,BU00900015,1.0,148.0,,,6.0,75.0,20.0,175.0,655.0,6450.0,5400.0,1050.0
3988,1008,Dongeradeel,BU00580011,1.0,,,,0.0,0.0,15.0,0.0,830.0,280.0,240.0,60.0
3999,1008,Dongeradeel,WK005802,1.0,48.0,19.0,194.0,2.0,80.0,80.0,240.0,805.0,4670.0,3730.0,940.0
63,1000,AaenHunze,BU16801902,1.0,,,,,80.0,0.0,80.0,1065.0,210.0,160.0,50.0
13867,1002,Tilburg,WK085551,3.0,77.0,,,,115.0,20.0,150.0,460.0,8100.0,7160.0,950.0
13278,1006,StichtseVecht,BU19041003,1.0,,,,0.0,85.0,0.0,100.0,1230.0,1090.0,750.0,340.0
1384,1004,Amsterdam,BU03639201,1.0,,,,,0.0,40.0,10.0,0.0,380.0,380.0,0.0
4333,1001,Echt-Susteren,BU17110103,1.0,65.0,16.0,226.0,1.0,80.0,40.0,255.0,1095.0,4770.0,3460.0,1310.0
1967,1007,Barneveld,BU02035875,1.0,28.0,33.0,203.0,0.0,60.0,25.0,90.0,745.0,2550.0,2070.0,480.0
5444,1007,GilzeenRijen,BU07840000,1.0,478.0,17.0,1775.0,13.0,90.0,120.0,180.0,915.0,53850.0,41530.0,12320.0
804,1002,Amstelveen,BU03620301,3.0,62.0,9.0,125.0,0.0,85.0,5.0,80.0,775.0,10200.0,8210.0,1980.0
8769,1006,Leeuwarden,WK008031,1.0,50.0,15.0,178.0,0.0,135.0,310.0,235.0,760.0,14550.0,11770.0,2780.0
7152,1003,Hellevoetsluis,BU05300001,1.0,7.0,12.0,19.0,,125.0,265.0,350.0,1005.0,2460.0,1830.0,630.0
5028,1008,Ermelo,BU02330008,1.0,22.0,18.0,89.0,1.0,90.0,0.0,160.0,875.0,2000.0,1560.0,440.0
851,1002,Amstelveen,BU03621204,3.0,,,,0.0,20.0,0.0,20.0,275.0,170.0,120.0,40.0
16544,1008,Zwijndrecht,BU06420607,1.0,17.0,9.0,37.0,0.0,95.0,30.0,165.0,920.0,1800.0,1380.0,420.0
6838,1001,Heerhugowaard,GM0398,,3733.0,13.0,10225.0,48.0,80.0,80.0,280.0,800.0,180620.0,144430.0,36210.0
2665,1004,Boekel,BU07550005,1.0,12.0,,,,75.0,10.0,1255.0,685.0,2310.0,1910.0,400.0
4950,1005,Enschede,BU01530501,1.0,45.0,11.0,118.0,0.0,125.0,315.0,355.0,605.0,6710.0,5680.0,1010.0
11187,1000,OostGelre,BU15860605,1.0,39.0,17.0,146.0,0.0,75.0,140.0,240.0,1115.0,4240.0,3060.0,1180.0
2679,1002,TenBoer,BU00090005,1.0,4.0,46.0,41.0,0.0,180.0,135.0,60.0,810.0,250.0,200.0,40.0
3893,1002,Doetinchem,BU02220504,1.0,,,,0.0,0.0,0.0,255.0,725.0,160.0,150.0,40.0
1053,1005,Amsterdam,BU03633303,1.0,8.0,34.0,61.0,0.0,105.0,115.0,195.0,555.0,8650.0,7440.0,1210.0
12695,1009,Sint-Michielsgestel,BU08450209,1.0,4.0,20.0,19.0,0.0,50.0,40.0,370.0,695.0,440.0,360.0,80.0
10937,1007,Oldambt,BU18950005,1.0,47.0,17.0,187.0,1.0,80.0,25.0,170.0,665.0,4110.0,3420.0,690.0
7734,1000,Hoogeveen,BU01185002,1.0,23.0,14.0,68.0,1.0,95.0,20.0,200.0,985.0,1650.0,1250.0,410.0
2353,1002,Best,BU07530005,1.0,4.0,,,0.0,0.0,0.0,70.0,1670.0,650.0,380.0,280.0
2660,1007,Bodegraven-Reeuwijk,BU19010936,1.0,,,,0.0,10.0,0.0,80.0,765.0,790.0,630.0,160.0
1028,1003,Amsterdam,WK036328,1.0,77.0,9.0,155.0,1.0,95.0,300.0,200.0,440.0,38370.0,34090.0,4260.0
8472,1005,Krimpenerwaard,BU19310402,1.0,81.0,12.0,237.0,2.0,80.0,85.0,145.0,880.0,10420.0,8110.0,2320.0
3821,1004,Dinkelland,BU17741516,1.0,57.0,17.0,213.0,1.0,50.0,0.0,65.0,360.0,2290.0,2080.0,200.0
7026,1001,DenHelder,GM0400,,1939.0,,,65.0,80.0,160.0,320.0,965.0,190720.0,144600.0,46130.0
16322,1003,Zuidplas,BU18920106,3.0,5.0,21.0,24.0,0.0,135.0,80.0,195.0,400.0,1100.0,990.0,120.0
5593,1004,Goirle,BU07850915,1.0,28.0,,,0.0,90.0,80.0,100.0,1055.0,3470.0,2550.0,910.0
9671,1008,Maastricht,BU09350201,1.0,52.0,10.0,110.0,,70.0,315.0,365.0,775.0,17660.0,14240.0,3420.0
7942,1006,HorstaandeMaas,WK150701,1.0,129.0,24.0,678.0,5.0,135.0,20.0,180.0,745.0,7070.0,5770.0,1300.0
12003,1001,Ridderkerk,WK059704,1.0,264.0,11.0,605.0,2.0,85.0,80.0,180.0,1110.0,27830.0,20110.0,7730.0
5896,1002,'s-Gravenhage,BU05182762,1.0,,,,0.0,90.0,390.0,275.0,220.0,3120.0,2950.0,180.0
14297,1006,Utrecht,BU03440732,1.0,36.0,21.0,173.0,0.0,60.0,260.0,245.0,930.0,7490.0,5750.0,1740.0
15352,1003,Werkendam,BU08700401,1.0,91.0,,,2.0,105.0,85.0,160.0,880.0,10880.0,8500.0,2380.0
903,1009,Amsterdam,BU03630506,1.0,,,,,115.0,535.0,425.0,610.0,580.0,490.0,80.0
9864,1002,Meierijstad,BU19480229,2.0,44.0,17.0,166.0,1.0,95.0,20.0,190.0,910.0,4690.0,3610.0,1070.0
3751,1002,Deventer,BU01501401,1.0,,,,1.0,45.0,15.0,100.0,735.0,2000.0,1620.0,360.0
8742,1000,Leeuwarden,BU00801002,1.0,,,,0.0,45.0,150.0,20.0,195.0,1130.0,1050.0,70.0
1862,1001,Barendrecht,BU04890715,1.0,32.0,,,0.0,75.0,100.0,125.0,1115.0,7030.0,5080.0,1950.0
15225,1008,Waterland,BU08520005,1.0,5.0,8.0,9.0,0.0,110.0,20.0,140.0,1420.0,670.0,440.0,240.0
8393,1007,KollumerlandenNieuwkruisland,BU00790107,1.0,5.0,7.0,9.0,0.0,100.0,0.0,165.0,920.0,390.0,300.0,80.0
11834,1003,Reimerswaal,WK070306,1.0,32.0,,,1.0,5.0,0.0,130.0,340.0,1680.0,1550.0,150.0
14672,1001,Venlo,BU09831206,1.0,26.0,,,0.0,135.0,175.0,245.0,710.0,3970.0,3280.0,710.0
9008,1000,Leidschendam-Voorburg,BU19160702,1.0,64.0,10.0,161.0,1.0,85.0,50.0,100.0,975.0,6800.0,5130.0,1670.0
11317,1009,Opsterland,BU00860000,1.0,296.0,,,1.0,105.0,180.0,190.0,1115.0,23750.0,17130.0,6610.0
11590,1003,Overbetuwe,BU17340205,1.0,,,,,0.0,60.0,235.0,740.0,200.0,160.0,40.0
941,1001,Amsterdam,BU03631001,1.0,,,,6.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0
9724,1007,DeMarne,BU16630109,1.0,38.0,20.0,166.0,1.0,90.0,0.0,155.0,865.0,1220.0,950.0,260.0
3898,1002,Doetinchem,BU02220604,1.0,56.0,,,1.0,130.0,60.0,240.0,655.0,3760.0,3150.0,620.0
16030,1002,Zaanstad,BU04796120,1.0,23.0,12.0,69.0,0.0,95.0,220.0,405.0,980.0,7470.0,5630.0,1830.0
15923,1003,DeWolden,WK169013,1.0,187.0,15.0,649.0,9.0,80.0,70.0,165.0,1165.0,9800.0,6950.0,2850.0
5410,1008,Giessenlanden,BU06890000,1.0,106.0,15.0,373.0,1.0,45.0,40.0,125.0,895.0,9190.0,7130.0,2060.0
739,1006,Amersfoort,BU03072105,1.0,16.0,18.0,66.0,0.0,90.0,10.0,110.0,685.0,2670.0,2210.0,450.0
11059,1006,Olst-Wijhe,BU17730216,1.0,133.0,13.0,400.0,2.0,80.0,60.0,200.0,1445.0,8790.0,5610.0,3180.0
7601,1000,Hilversum,BU04020702,3.0,13.0,9.0,26.0,0.0,120.0,150.0,230.0,900.0,5530.0,4280.0,1250.0
14132,1004,Tytsjerksteradiel,BU07370708,1.0,19.0,16.0,67.0,2.0,70.0,20.0,165.0,865.0,960.0,750.0,200.0
586,1005,AlphenaandenRijn,BU04849403,1.0,,,,0.0,60.0,80.0,180.0,785.0,7430.0,5980.0,1450.0
4444,1000,Ede,BU02280201,1.0,114.0,15.0,386.0,,70.0,20.0,120.0,945.0,9470.0,7230.0,2250.0
6567,1000,Hardenberg,BU01602701,1.0,3.0,29.0,20.0,0.0,20.0,40.0,220.0,585.0,360.0,320.0,50.0
9220,1005,Leudal,BU16400400,1.0,28.0,16.0,101.0,0.0,80.0,40.0,245.0,1140.0,2130.0,1530.0,610.0
5259,1006,DeFryskeMarren,BU19403801,1.0,31.0,15.0,108.0,,110.0,20.0,160.0,800.0,2240.0,1800.0,440.0
14799,1004,Venray,WK098402,3.0,115.0,,,7.0,85.0,20.0,135.0,835.0,7770.0,6140.0,1630.0
11471,1007,Oss,BU08282100,1.0,19.0,15.0,66.0,0.0,110.0,40.0,245.0,840.0,2350.0,1840.0,490.0
5637,1007,GooiseMeren,BU19420200,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6797,1006,Heerde,BU02460108,1.0,10.0,16.0,37.0,0.0,40.0,20.0,145.0,630.0,670.0,560.0,110.0
12232,1007,DeRondeVenen,BU07360602,3.0,265.0,,,5.0,75.0,85.0,130.0,660.0,12860.0,10760.0,2130.0
647,1008,Amersfoort,BU03070402,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
13846,1004,Tilburg,WK085545,3.0,11.0,,,1.0,85.0,80.0,200.0,825.0,1720.0,1370.0,360.0
7444,1009,'s-Hertogenbosch,BU07961107,1.0,,,,5.0,100.0,205.0,295.0,870.0,27260.0,21310.0,5960.0
9500,1007,LoonopZand,BU08093081,1.0,15.0,12.0,42.0,0.0,115.0,30.0,60.0,1205.0,4110.0,2870.0,1240.0
12046,1009,Rijssen-Holten,BU17420002,1.0,53.0,14.0,168.0,0.0,65.0,105.0,285.0,1430.0,7200.0,4620.0,2590.0
13088,1005,Steenwijkerland,BU17080010,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,1006,Amersfoort,BU03072006,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10955,1003,Oldambt,BU18950309,1.0,12.0,30.0,81.0,1.0,70.0,55.0,230.0,960.0,1220.0,920.0,300.0
15168,1009,Waddinxveen,WK062704,1.0,138.0,20.0,587.0,2.0,80.0,40.0,130.0,880.0,19200.0,14960.0,4250.0
10100,1003,Midden-Drenthe,BU17310601,1.0,15.0,,,,90.0,40.0,150.0,760.0,920.0,740.0,160.0
5240,1009,DeFryskeMarren,WK194029,1.0,9.0,,,0.0,80.0,60.0,30.0,645.0,880.0,740.0,160.0
4680,1008,Eindhoven,BU07721333,1.0,144.0,15.0,450.0,2.0,110.0,160.0,260.0,845.0,13750.0,10850.0,2920.0
2195,1008,Bergen(NH),BU03730702,1.0,8.0,12.0,23.0,0.0,35.0,10.0,1090.0,1020.0,2070.0,1520.0,530.0
8352,1008,Kerkrade,BU09280203,1.0,158.0,15.0,548.0,,90.0,110.0,390.0,820.0,8740.0,6870.0,1870.0
6011,1004,Groningen,BU00140504,1.0,,,,0.0,220.0,380.0,515.0,230.0,480.0,450.0,40.0
9144,1003,Lelystad,BU09955221,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,80.0,40.0
12424,1001,Rotterdam,BU05992704,1.0,497.0,12.0,1279.0,2.0,85.0,120.0,180.0,990.0,41850.0,31490.0,10360.0
9411,1005,Littenseradiel,BU01400305,1.0,14.0,11.0,37.0,0.0,135.0,10.0,125.0,750.0,1040.0,840.0,200.0
5311,1009,Geldermalsen,BU02360008,3.0,7.0,29.0,47.0,1.0,60.0,0.0,70.0,660.0,400.0,320.0,80.0
6772,1003,Heemstede,BU03970007,1.0,20.0,18.0,80.0,0.0,25.0,40.0,120.0,2225.0,4320.0,1900.0,2430.0
7704,1006,HollandsKroon,BU19110404,1.0,12.0,10.0,29.0,0.0,100.0,0.0,215.0,1040.0,560.0,420.0,160.0
